condition,meeting,block_id,in_baseline,in_condition,speaker,start,word_count,text
C_size1,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",83,0,1,SPEAKER_16,3760.7,33,when committee well is it september excuse me october i'm skipping a month here all right well that would be the first committee meeting then in october and hopefully i'll get a response
C_size1,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",91,0,1,SPEAKER_02,4355.28,48,public why people can't do this already I mean like what about this bill makes this it people able to do it doesn't you know like why why do we need this bill so that people can do this is it federal federally not allowed state not allowed
C_size1,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",92,0,1,SPEAKER_14,4389.5,134,yeah I think we should do this and I'll just I was just gonna quickly add just from the research that I had been doing a lot of it is just about setting up a like I mean I hate to use the word framework because that sounds very I don't know I don't know what the other word would be but just kind of 
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",5,0,1,SPEAKER_18,1072.88,484,um south queen street good evening good evening good evening to everyone and god bless everyone who is here today i'm uh reverend kevin polite the lead pastor of souls church incorporated of 415 south queen street lancaster city i want to thank you for the opportunity to address the board today in r
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",11,0,1,SPEAKER_10,1670.43,145,"Folks in the room, please. But where we do need that accountability from her, and yes, from our mayor, and from you, because you had your own issues like everybody else. So, where we do need accountability, let's not get lost in what actually brought us here. An attack on our youth, our black and br"
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",20,0,1,SPEAKER_14,1867.2,18,and i live on his in his property our polite estate in the 500 block of north street
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",25,0,1,SPEAKER_04,2150.52,18,speaker is clarita cruz of laporte drive miss cruz no okay next is john cardi of ebony township
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",38,0,1,SPEAKER_07,2650.47,479,"good evening good evening everyone hello good evening everyone my name is chandra damal thank Thank you for coming here today. I'm standing here today not just as a support of Janet Diaz, but as someone that knows her through her hard work and her lifelong commitment to this city and its people. Whe"
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",40,0,1,SPEAKER_07,2854.33,16,"She is a fighter, a servant, and a true leader for all of us. Thank you."
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",48,0,1,SPEAKER_13,3114.61,581,good evening thank you first of all i want to thank you council members i realize that you have a tough job some do it better than others some go out of their way some do not last year or the year before i believe it was a year before there was a situation going on in the city school district and i 
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",56,0,1,SPEAKER_10,3934.58,156,Jessica Lopez the felon with less felonies than our president huh so let me start by reminding you right that for the last five years I've been here more than every single one of yous in this room so we're user thick today I hope yous are thick in two weeks and I hope you're thick weeks after that b
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",71,0,1,SPEAKER_17,4457.75,109,thank you mr dastra uh just to interject really quickly to answer a question i will also agree that this is an unusual situation um the charter which you helped to draft does require two meetings per month so we needed to hold this meeting and also just personally even if it didn't um i would have w
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",74,0,1,SPEAKER_03,4703.6,178,evening hello my name is taylor raymond i live on the 500 block of saint joseph street and i'm here for something not regarding ms diaz at all at previous meetings the administrative resolution 18 i was discussed regarding the disposition of certain police records we were told that it was just the p
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",76,0,1,SPEAKER_17,4803.6,18,know your last name can you just say your full name oh yeah ashley martinez thank you appreciate
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",77,0,1,SPEAKER_11,4807.52,216,it thank you um i understand the pain especially from those in the muslim community who are hurting right now the injustice the discrimination it's real and your anger it's about it's valid but you're angry at the wrong person recently there have been hurtful and entirely false claims made against j
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",79,0,1,SPEAKER_07,4977.55,582,having thank you thank you good evening again um council members community of the members and my family that's here um lately people have been calling these meetings the janet show and i just heard of that some say with laughs some say with frustration but let's talk about what that really means bec
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",82,0,1,SPEAKER_01,5324.27,204,know how many times i have come here and told you guys that we need some upgrading at crystal park it hasn't been done we are going to open up the summer the west crystal volunteers are opening up the summer with mother's day i cannot secure safety in my neighborhood if the sockets are sticking out 
C_size1,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",86,0,1,SPEAKER_23,5576.14,112,i did follow up with the administration um the mayor uh council president and director campbell uh director campbell did get back to me today and said that um he will get back to me on i did ask what was the status of the tickets um were there any um uh fines that were uh not waived but you know wer
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",10,0,1,SPEAKER_07,1214.88,19,please next is alexander king mr king good evening good evening i live on the 600 block of north
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",12,0,1,SPEAKER_03,1317.58,5,They're not from the community.
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",21,0,1,SPEAKER_11,2115.65,18,thank you mr harris our next speaker please next is shauna yordy good evening hi i'm shauna yordy
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",25,0,1,SPEAKER_29,2395.98,12,zone the Harrisburg Pike and Greenfield Road data centers as wholesale trade
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",26,0,1,SPEAKER_24,2401.08,148,and storage they are not warehouses to mayor Sirachi and City Council must work with the public to pass a plan that insulates Lancaster residents from the negative effects of data centers for example price hikes for utilities low water pressure and rolling blackouts three city government must act wi
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",28,0,1,SPEAKER_24,2460.98,38,to you sitting up front i turn the question on you do you hear us and are you with us please raise your hands a bit higher please everyone on city council mayor sirachi do you hear us
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",31,1,0,SPEAKER_24,2557.46,16,and members of the city government thank you i look forward to your actions counselor craig
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",32,0,1,SPEAKER_23,2569.61,64,thank you council president um i am very interested in everything that everyone has to say but it's really difficult when someone's at the speaker and and i know you want to applaud them because what they're saying is good but if we can't hear them you know then i'm getting half half of what they're
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",38,0,1,SPEAKER_25,2771.21,596,speaker please our next speaker is jennifer siegel good evening hi my name is jennifer siegel but everyone here knows me as coral rights i live in marietta but i host events here in lancaster city and rely on people's willingness to travel to lancaster to pay my bills and most of my favorite people 
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",41,0,1,SPEAKER_08,3160.88,420,name is Christine Kennedy I live in the first block of Market Street in Lancaster Pennsylvania and I come today to tell a little bit about what I've learned and where I was wrong with some of the comments I made at the prior City council meeting some of those were I've learned that data centers are 
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",43,0,1,SPEAKER_07,3354.46,18,next is i'm sorry lindsay fitting good evening hello my name is lindsay fitting i live on the
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",50,0,1,SPEAKER_29,3850.6,385,uh tony dash's 700 block in new holland avenue so what i signed up to talk about was actually parking um but i'm going to connect these two issues because you have some issues that web out over time the city has a parking issue it depends on how you look at it in what perspective that issue is maybe
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",53,0,1,SPEAKER_11,4023.93,27,"and then may I also have you start with your block of residence? Thank you, oh, I'm sorry. So I'm in the 100 block of North Main."
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",58,0,1,SPEAKER_21,4377.06,14,you council president the economic development committee did not meet thank you finance committee
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",76,0,1,SPEAKER_11,4844.02,107,involved the sunny side thank you very much counselor craig i know we have uh director delphs coming uh to to address us this evening i want to thank you for being here in addition to your notes i would also add i think i recall that there was a lot of work done about community benefit for this envi
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",77,0,1,SPEAKER_03,4877.94,619,to it but otherwise okay good evening council is that okay yeah that's perfect thank you uh very good and uh thank you councillor craig and president baquet for the questions i'm so pleased to be here to talk about this action and this project here tonight as you know this has been a long time in th
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",79,0,1,SPEAKER_22,5181.02,115,i missed you when i looked that way no worries thank you council president just wanted to make a comment i'm also very excited about this project i had a chance to partake on the hike maybe a few weeks ago a month ago and was very excited for someone who grew up in the southeast i'd never step foot 
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",80,0,1,SPEAKER_27,5212.38,18,comments from the public thank you tony diastra 700 block of new holland avenue i am also looking
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",82,0,1,SPEAKER_13,5319.18,526,good evening council mayor sirachi thank you chris for the setup earlier i'm diana martin i'm the executive director of partners for environmental stewardship i'm also a proud resident of the city of lancaster it's one of the reasons i'm really passionate about this project on behalf of our organiza
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",95,0,1,SPEAKER_23,5760.19,34,mentioning too that the building sat for a long period of time over well close to nine years and now it's being revitalized to bring you know to add some beautification to the area
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",102,0,1,SPEAKER_20,5956.92,14,data center how amazing is that we're getting something that preserves our environment and
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",106,0,1,SPEAKER_11,6133.25,29,it was very well done so thank you thank you mr arcolio and yes it is hard to make spreadsheets visibly appealing but they are interesting any additional public
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",107,0,1,SPEAKER_18,6144.36,359,comments for this Alexander King 600 block of North Shippen so kind of to play up Tony Dastro's comments I'd like to say parking management in the city is an unmitigated disaster it seems to be a sort of grassroots sort of thing which seems to be the dumbest way to plan anything I've lived in a lot 
C_size1,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",110,0,1,SPEAKER_06,6390.44,673,thank you council president i i want to just echo what we have heard at the last couple council meetings and in conversations that i've been having in the community related to the data centers and just to reaffirm that we hear your concerns about water utilization air quality noise the permitting th
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",9,0,1,SPEAKER_04,815.41,66,to thank you for making this motion i think as many folks are probably here tonight for i think it's probably long overdue that we start considering um our zoning and what does it mean and how does it reflect the community that we want to build here so i'm looking forward to hearing the recommendati
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",14,0,1,SPEAKER_08,941.12,4,That's all I have.
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",47,0,1,SPEAKER_18,2692.96,490,"Good evening, first and only block of Wise Ave. I had some I changed up what I had said a little bit because of the things that you had spoke about earlier. So thank you for addressing the need for dialogue and starting the meeting that way. Our communities are thriving, diverse and deeply community"
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",68,0,1,SPEAKER_20,4249.42,282,good evening adjust that as needed uh brett stanley i live in mountville but i work in lancaster i spoke last last last meeting i've been here for all of them um i spoke on job creation and lack thereof possibly with the work in creating you know catalysts for the data centers sw at my employer in w
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",70,0,1,SPEAKER_15,4554.42,18,are there any other commenters for this period good evening my name is mick widrick i live just
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",71,0,1,SPEAKER_09,4567.32,103,outside the city on the columbia app um i just wanted to request the council's help in pressuring the zoning officer and the mayor and showing up to any of the hearing hearings that are being proposed as i've heard from other sources the zoning officer has no interest in showing up to those and answ
C_size1,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",77,1,0,SPEAKER_04,4866.22,324,"Just very briefly, wanted to thank our folks for coming out tonight to continue to advocate for how we want our community to be built in the future and sharing information. Also love the graphics that were also brought up here earlier, so thank you for all your hard work on that. One thing I do wann"
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",16,0,1,SPEAKER_03,695.13,10,council president the Economic Development Committee did not meet thank
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",34,0,1,SPEAKER_09,1045.73,43,with with this room thank you very much council Hirsch I'll just say whoever figured out that we owned 82% specifically of the road at kudos to them spent a lot of time in GIS I bet yeah any additional council comments on
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",37,0,1,SPEAKER_05,1090.1,27,of the city of Lancaster approving the pride flag raising to acknowledge the start of Pride Month in June 2025 as brought forth by the Lancaster pride
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",49,0,1,SPEAKER_04,1318.33,124,is a resolution that is brought before council on an annual basis it is done because the city tracks water and sewers sewer usage as city properties mostly to detect leaks or unusual usage we don't bill ourselves for this usage the charges are exonerated annually to clear them from the financial acc
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",59,0,1,SPEAKER_08,1740.54,46,"And that is government funding, correct? Yes. OK. The other question would be, you had mentioned increased funding. The $305,000 is being allocated, is that correct? Reallocated. Reallocated. So you're going from 2020 to 2024 to show rejected funds? Can you explain that a little better?"
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",65,0,1,SPEAKER_08,1859.33,39,this measure yeah but you're turning it in you're you're also really doing the annual action plan right you're taking all that into consideration without so meaning that there is funds available for housing and that's what these fun
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",67,0,1,SPEAKER_09,1901.68,14,costs and into the actual affordable housing yes so my point very quickly was
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",77,0,1,SPEAKER_01,2097.74,51,"Yes, pretty much the same thing. It's just entering into an agreement with Railway Auditing and Management Services in this case as opposed to Norfolk Southern, which is previous resolution. um yeah just paying the permit fee to allow right of uh use to um replace or to conduct work there"
C_size1,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",83,0,1,SPEAKER_03,2325.55,111,i just wanted to report back to the members of council that the government study transition committee did meet on january 29th and went over the purview of our work which is to make sure and ensure the transition to a homework charter moves in a timely manner with both the administrative code and th
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",12,0,1,SPEAKER_26,1854.22,16,evening we will move our next speaker is Amy Ernst good evening my name is Amy
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",17,0,1,SPEAKER_32,2217.95,304,nelson i live on the 100 block of east lemon and um i wanted to talk about the planned data center as well i think that i have an issue with two major corporations telling us what will and will not be good for our citizens i think that's not for us to decide and i think that we have these data cente
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",22,0,1,SPEAKER_24,2606.54,566,is abby haney good evening good evening my name is abby haney i live on the 600 block of east madison street and i am like so many others here about the ai data centers i have some major concerns um so i want to talk a little bit about electrical usage but so many of you have already made really gre
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",31,0,1,SPEAKER_25,3220.95,522,next speaker next speaker is Ann Torres good evening hi my name is Ann Torres I live in lettuce but I work in Lancaster years back my friend had a baby through IVF they finally had their baby but over time they noticed that he was having issues breathing in and out of hospitals extensive stays but n
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",38,0,1,SPEAKER_13,3704.84,50,council while uh council president if i may while we're getting the technology situated mayor srachi um i i want to just acknowledge the work of the department of public works in preparing for council the first ever capital plan to be presented this is one of the requirements that
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",40,0,1,SPEAKER_13,3760.16,159,this capital plan which director Campbell and his team are going to discuss tonight is part of is an outcome of the adoption of the home rule charter that requires council to be presented on an annual basis the capital plan in its totality and so you will hear tonight uh related to our storm water o
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",50,0,1,SPEAKER_21,4929.16,30,that we would be at risk of losing at this point all the grants that are shown there we're under contract for so I don't anticipate any change there thank
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",74,0,1,SPEAKER_26,7307.76,121,there as well thank you for that context that's exactly the kind of kind of connection i was hoping to make with that question and then my second question is um the last line on the first uh slide the last one on the list annual escrow special and emergency improvements so obviously we have to put s
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",79,0,1,SPEAKER_30,7480.94,14,unforeseen circumstance thank you thank you madam president thank you council royal maybe this
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",92,0,1,SPEAKER_26,8779.22,12,You mr. Dastra any additional comment excuse me on the capital improvement
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",99,0,1,SPEAKER_26,8847.82,151,comment Thank You public officials thank you it's it's not all sexy but I mean I think the wastewater stuff is fascinating so that whatever that says about me but thank you for that any additional comments on the hearing I'm sorry yes so the the rest of our agenda will proceed including our legislat
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",112,0,1,SPEAKER_04,9520.64,592,i'm from the 100 block of north mary and i didn't initially come to see all of the capital plan but i'm glad i did because a lot of it was actually really interesting and helpful and there also are parts of that that i think apply to the data center one of which is spending four hundred thousand dol
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",113,0,1,SPEAKER_16,9702.58,353,mitchell uh 400 block of east grant street um and i also wasn't planning on speaking today so i'm just gonna kind of go for it and say what's in my heart um i just hearing the report from president vacay uh with a lot of those really sort of nice comforting uh details about you know the cooling span
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",116,0,1,SPEAKER_07,9861.11,16,first eight lines go like this we are amazed but not amused by all the things
C_size1,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",122,0,1,SPEAKER_19,10551.35,240,"My name is Robert McLean, 123 South Christian. And I'm here, basically, I have a little sign I've been showing around. It's called democracynow.org. You can get that on your computer. What you're talking about, as far as this AI in this area, is the tip of the iceberg. You don't have any idea, and n"
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",13,1,0,SPEAKER_18,801.33,622,"This is a change. So thank you, Ramocho, for the insights of the many challenges that are being faced by our refugee and immigrant community. I am here to provide a small update on how the Office of Language Services supports our refugee and immigrant community, especially our neighbors who might be"
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",20,0,1,SPEAKER_11,1355.13,455,great honor to be able to introduce this um resolution of june king for the last few years um so i'm going to read the resolution as it's as it is has been written the road road to freedom has been arduous for africans and the important work of equality continues today and historically historically 
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",49,0,1,SPEAKER_11,2624.6,34,any comments on this uh this appointment um i was just very impressed with um christopher mr sloth overall um his view on life and um his experience and background thank you very much
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",50,0,1,SPEAKER_04,2645.1,122,um counselor craig i would agree with you i thought mr salt was uh particularly well well suited for this position um and he was also among all the applicants affirmed um that they are residents of the city that they had not held any political position uh political action committee position uh in th
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",53,0,1,SPEAKER_11,2719.98,93,yeah i just i just wanted to hear her counselor craig if you wish sure um his work with um fair trade and his work with the 10 000 villages and what he does what i mean he's been a ton of places where he has been in control of and in charge of helping people sell different products in their own coun
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",68,1,0,SPEAKER_14,2966.87,16,"I will hear a motion. Council President, if I may, I'd like to nominate Erica Molina-Potter."
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",70,1,0,SPEAKER_14,2987.77,182,motioning and seconding counselor Hirsch I was you know impressed with Erica's background in the legal world and this particularly I was impressed by a story she told him which she talked about a time where she kind of had to admit that she made a mistake but felt better about bringing that to light
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",71,0,1,SPEAKER_04,3055.55,110,are really valuable thank you very much council hirsch i would also add that i i want to say that all five of the the folks that came in before council i was very impressed with and i think that we had a number of great nominees and so the selection of three is by nature of what we're required to do
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",73,0,1,SPEAKER_13,3170.42,86,good evening good evening grant sprunger 500 block of st joseph's street thank you i just want to say i'm very happy to be considered but also hearing the background of all the candidates that were interviewed i am happy that there are people that were chosen that were of vapor's backgrounds that ha
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",83,0,1,SPEAKER_11,3457.46,69,c is pretty straightforward they're going to replace they need to replace windows and a front door entry as well as a third third floor rear addition and 101 south queen is development of the swan the old swan hotel that is going to be developed into a airbnb with 11 10 or 11 units and i i don't thi
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",84,0,1,SPEAKER_04,3494.8,37,thank you counselor craig to clarify i think the architects and the firm was here they mentioned airbnb but it was an airbnb style hotel yes thank you so not a licensed airbnb no correct and and
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",95,0,1,SPEAKER_07,3657.94,29,the city of lancaster approving the juneteenth flag raising on june 19 2026 to acknowledge the emancipation of african americans brought forth by the national association for the advancement
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",105,0,1,SPEAKER_04,3803.5,88,very much any additional council comments on the action plan i'll just say rebecca you and your team have put together it always amazes me how your team puts together this plan with a little less every year but still manages to do just as much if not more every single year so your creativity and you
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",109,0,1,SPEAKER_04,3935.32,21,additional comments i want to make sure you use your time if you need it and then i would be happy
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",110,0,1,SPEAKER_17,3939.08,148,to respond to your questions yes um i have applied for the lab program numerous times not me my tenants have and they've been ignored delayed or denied these grants are supposedly available none have been available to me or my tenants yet my property still remains condemned in four years so where ar
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",119,0,1,SPEAKER_03,4396.64,254,comment period and I just wanted to add the Spanish interpreter that was here for a translation should have been translating via is this being recorded I'm not sure if it's if it's being recorded she should have been used because she was asked to come for the spanish-speaking people in Lancaster cit
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",125,0,1,SPEAKER_11,4864.35,77,to piggyback on what mr daschle said about um for anybody that has not seen the reenactment of living experience at bethlehem church i went in december and i used to play lydia hamilton smith in that reenactment 25 years ago when they first started it it has grown so much since then and it is so goo
C_size1,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",126,0,1,SPEAKER_04,4905.94,13,definitely living the experience thank you very much counselor craig any additional council
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",9,0,1,SPEAKER_03,450.28,515,lappy's new avenge chair um i just want to give a little background on me so i'm originally from harrisburg pa actually i come from a really traditional vietnamese family and they both on both sides they settled in the u.s as refugees because of the war and so growing up in central pa the dichotomy 
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",21,0,1,SPEAKER_12,1444.22,16,thank you for having me sorry about me being the one conflict we make it work
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",26,0,1,SPEAKER_12,1645.96,159,understand that at the end of the day we we all have biases but those do need to be kept at home and that's the same same thing at work as well so for instance I don't believe in any like you know any form of censorship as a librarian that is in our entire code of ethics it's it's you know it's a fo
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",29,0,1,SPEAKER_12,1713.85,143,"I would say, actually, it came down, my previous job, I worked at another library before this one, I was out at E-Town, and we had a lot of books that were propaganda, you might say, anti-trans, with dubious medical information in them, but they were circulating, some of the patrons in that area wer"
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",34,0,1,SPEAKER_12,1841.33,120,Commission comes in I'm hoping like any good Commission that there are people from multiple different backgrounds a very diverse Commission of all different ages as well so then when we're looking at you know any policy we can engage with that from a lot of different perspectives and i feel like tha
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",35,0,1,SPEAKER_04,1878.46,39,"these policies are fully ethical good thank you that's all right thank you council president Thank you, Theodore, for your willingness to serve. How would you handle a situation where someone you know is subject to an ethics complaint?"
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",37,0,1,SPEAKER_05,1937.22,30,council president and thank you theodore for your uh willingness to serve and answering our questions this evening how do you believe that integrity and honesty and elected officials can
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",38,0,1,SPEAKER_12,1946.84,176,build trust in the community I think it's everything I I think if you see you know the people that you voted for if you see them engaging in things that are that are dishonest if you see them kind of not standing up for the little guy sometimes not that I'm saying anyone's doing that by the way that
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",45,0,1,SPEAKER_11,2535.83,569,thank you so much thank you all for your patience we discussed this and i said the technology will be fine i should have known try again okay game on we do lead remediation and healthy homes programming way better than we do technologies i'm here presenting this evening good evening with good evenin
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",46,0,1,SPEAKER_07,2779.52,464,lapash and programs manager for the team and i'm i'm very happy to be with you tonight and be able to share our programming and some of the things some of the goals that we've reached over the last several years and what we have to look forward to if we can leave one thing with you tonight it's that
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",53,0,1,SPEAKER_09,3945.58,164,"Thank you very much to all of you for all of your amazing work. Yes, a huge round of applause to you and your entire team and tell Craig thank you as well. I just wanted to say that I remember I was just coming on to council when the grant came to us in 2019. I remember us, if I remember correctly, "
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",55,0,1,SPEAKER_17,4039.46,15,that's a Craig yeah I just want to say piggyback on what councillor has said
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",56,0,1,SPEAKER_13,4048.15,58,and just to say thank you thanks for all you do I just the only thing I wanted to add is I loved the innovative partnerships that were seen particularly at the City Housing Authority I just thought that was brilliant and the ways you guys did that to get more out of it I thought that was
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",58,0,1,SPEAKER_07,4101.13,225,bragging rights thank you mayor and i just appreciate so much your support and how much you've talked us up because it has helped in a lot of different a lot of different areas and the resources that we've received we are one of the top performing we actually um you know as i mentioned we decreased 
C_size1,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",91,0,1,SPEAKER_06,5051.48,567,uh tonight i'd like to take a moment to recognize the school district of lancaster and its incredible students over the years sdol and the city have built a strong and meaningful partnership and i want to recognize a few pieces of sdl news so first i want to congratulate mccaskey's unified track and
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",38,0,1,SPEAKER_09,2121.08,20,this period we do have a president next is irene bravis thank you good evening um i am here again
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",41,0,1,SPEAKER_08,2336.87,2090,leave some hard copies of this presentation for any counselors or community members that would like i left it with mr harris so counselors mayor sirachi president and community members thank you for this chance to share on behalf of lancaster public library we value this partnership and we so apprec
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",43,0,1,SPEAKER_12,3143.05,422,for sure is people just coming and enjoying the space it's a lot more open to people who are there to just relax and read or work with their ipads or their laptops it's just a much more open and lighting space we have more computer access than we did at the old building it's a much more open area al
